"acousticness","artists","danceability","duration_ms","energy","explicit","id","instrumentalness","key","liveness","loudness","mode","name","popularity","release_date","speechiness","tempo","valence","year"
0.115,"['TWICE']",0.7,193467,0.92,0,"5NhDDt5Zy8yGOECN3PLRdE",2.93e-06,10,0.701,-1.532,0,"FIREWORK",69,"2020-06-01",0.0536,108.006,0.685,2020
0.879,"['The 1975']",0.525,264007,0.286,0,"6zjBevD0Y6eCbOXaqQ79Xj",0.00799,2,0.334,-15.92,1,"Jesus Christ 2005 God Bless America",65,"2020-05-22",0.0347,78.945,0.574,2020
0.142,"['Hayley Kiyoko', 'MAX', 'Party Pupils']",0.707,161351,0.51,1,"2DvARbFWQf58QVBlSekJxm",0,1,0.353,-6.809,1,"Missed Calls (feat. Hayley Kiyoko) - Party Pupils Remix",52,"2020-06-10",0.193,159.019,0.797,2020
0.0208,"['Disclosure']",0.704,230227,0.961,0,"5gSahAVKNiCeM0JuSvn00H",0.594,4,0.0737,-6.455,0,"ENERGY - Edit",67,"2020-05-21",0.0719,127.011,0.145,2020
0.712,"['Taylor Swift']",0.584,199067,0.655,0,"3oF7Or7T35yhQbGxbCGvRX",0,4,0.97,-5.551,1,"Death By A Thousand Cuts - Live From Paris",65,"2020-05-17",0.0306,91.844,0.604,2020
0.193,"['JayDaYoungan']",0.587,105893,0.56,1,"6nnZD9YBO8bH0f67LHxVKO",0,5,0.0891,-9.771,0,"Cold Case",49,"2020-06-05",0.648,85.843,0.859,2020
0.404,"['Dire Straits']",0.46,252507,0.916,0,"3Q2Pby60rNHb4WJgEQAANC",0.000398,4,0.0975,-8.524,1,"Walk of Life",0,"2020-06-12",0.1,172.386,0.811,2020
0.264,"['Sam Feldt', 'Sigma', 'Gia Koka']",0.503,186750,0.754,0,"0EdgK7ASb4kfRkW8pVMN02",5.85e-05,7,0.297,-3.634,1,"2 Hearts (feat. Gia Koka)",73,"2020-01-10",0.0424,116.524,0.597,2020
0.527,"['Giveon']",0.451,198371,0.462,0,"3FAJ6O0NOHQV8Mc5Ri6ENp",0,0,0.303,-8.962,1,"HEARTBREAK ANNIVERSARY",62,"2020-03-27",0.0782,89.174,0.533,2020
0.311,"['Justin Bieber', 'Summer Walker']",0.655,209213,0.578,0,"2FBpJGt00G0h1q0RHuqaGO",0,9,0.109,-5.711,0,"Yummy - Summer Walker Remix",67,"2020-02-14",0.0534,145.869,0.546,2020
0.39,"['The Strokes']",0.349,337333,0.613,0,"5ncofiedz9Ej6YkvvXMKVn",0.0128,9,0.103,-5.9,1,"Not The Same Anymore",66,"2020-04-10",0.0309,177.333,0.28,2020
0.0177,"['Zion & Lennox']",0.841,213281,0.84,1,"2dSy7VwJsM9qEs5wAE9GJV",3.18e-05,10,0.11,-2.838,1,"Mujer Satisfecha",72,"2020-04-03",0.0486,94.05,0.567,2020
0.612,"['Melanie Martinez']",0.68,179867,0.729,1,"4DpNNXFMMxQEKl7r0ykkWA",0,5,0.224,-5.077,1,"Play Date",91,"2015-08-14",0.0475,123.97,0.446,2015
0.0115,"['Tame Impala']",0.64,216320,0.74,1,"6K4t31amVTZDgR3sKmwUJJ",0.00678,4,0.167,-4.083,1,"The Less I Know The Better",85,"2015-07-17",0.0284,116.879,0.785,2015
0.0371,"['WILLOW']",0.764,196520,0.705,0,"0y60itmpH0aPKsFiGxmtnh",1.94e-05,3,0.0943,-5.279,0,"Wait a Minute!",83,"2015-01-11",0.0278,101.003,0.672,2015
0.205,"['Chris Stapleton']",0.392,293293,0.37,0,"3fqwjXwUGN6vbzIwvyFMhx",0.0096,9,0.0821,-10.888,1,"Tennessee Whiskey",79,"2015-05-04",0.0298,48.718,0.512,2015
0.00543,"['B<U+00D8>RNS']",0.611,218107,0.797,0,"2GiJYvgVaD2HtM8GqD9EgQ",0.00137,6,0.26,-7.627,0,"Electric Love",79,"2015-10-16",0.0533,120.041,0.518,2015
0.418,"['Thomas Rhett']",0.595,227427,0.389,0,"5kNe7PE09d6Kvw5pAsx23n",1.39e-06,2,0.116,-9.245,1,"Die A Happy Man",76,"2015-01-01",0.0349,166.052,0.4,2015
0.222,"['Bryson Tiller']",0.765,198293,0.356,1,"3pXF1nA74528Edde4of9CC",0,11,0.0963,-5.556,0,"Don't",78,"2015-10-02",0.196,97.001,0.19,2015
0.969,"['Lord Huron']",0.545,208212,0.366,0,"0QZ5yyl6B6utIWkxeBDxQN",0.267,2,0.641,-9.51,1,"The Night We Met",75,"2015-04-07",0.0378,86.997,0.1,2015
0.108,"['Bryson Tiller']",0.53,194613,0.433,1,"43PuMrRfbyyuz4QpZ3oAwN",0,6,0.135,-10.598,1,"Exchange",78,"2015-10-02",0.185,160.14,0.274,2015
0.187,"['Rae Sremmurd']",0.689,212947,0.564,1,"1Ser4X0TKttOvo8bgdytTP",0,2,0.0721,-6.226,1,"Come Get Her",78,"2015-01-06",0.136,185.023,0.123,2015
0.611,"['blackbear']",0.63,245172,0.5,1,"6y6jbcPG4Yn3Du4moXaenr",4.04e-05,1,0.114,-8.755,0,"Idfc",80,"2015-02-14",0.0611,144.871,0.315,2015
0.0462,"['Twenty One Pilots']",0.734,202333,0.637,0,"3CRDbSIZ4r5MsZ0YwxuEkn",2.29e-05,4,0.0602,-5.677,0,"Stressed Out",83,"2015-05-15",0.141,169.977,0.648,2015
0.157,"['Roy Woods', 'Drake']",0.709,251860,0.362,1,"0PXp9QxBfSKGGpWUNaws2X",0,11,0.109,-9.814,1,"Drama (feat. Drake)",76,"2015-07-31",0.055,122.043,0.113,2015
0.0244,"['Fetty Wap']",0.746,222093,0.873,1,"2d8JP84HNLKhmd6IYOoupQ",0,7,0.354,-3.803,1,"Trap Queen",75,"2015-09-25",0.128,148.075,0.817,2015
0.00835,"['Twenty One Pilots']",0.645,214507,0.713,0,"2Z8WuEywRWYTKe1NybPQEW",0,6,0.113,-5.355,1,"Ride",81,"2015-05-15",0.0393,74.989,0.566,2015
0.47,"['Mac Miller', 'Miguel']",0.843,208080,0.435,1,"6GnhWMhgJb7uyiiPEiEkDA",0,8,0.147,-8.442,1,"Weekend (feat. Miguel)",75,"2015-09-18",0.178,120.058,0.19,2015
0,"['White Noise Meditation', 'Lullaby Land', 'White Noise Babies', 'Calming Sounds', 'Canciones De Cuna']",0,73887,2.01e-05,0,"67iF3DdebmElASIGoebYt1",0,5,0,-15.776,1,"Brown Noise - Loopable with No Fade",74,"2015-05-26",0,0,0,2015
0.00767,"['Travis Scott']",0.713,262693,0.526,1,"1wHZx0LgzFHyeIZkUydNXq",0.000148,1,0.124,-5.046,1,"Antidote",78,"2015-09-04",0.032,131.05,0.131,2015
0.213,"['Jeremih']",0.418,238320,0.724,0,"0PJIbOdMs3bd5AT8liULMQ",0,5,0.112,-3.724,1,"oui",75,"2015-12-04",0.0964,78.521,0.604,2015
0.00801,"['Mark Ronson', 'Bruno Mars']",0.856,269667,0.609,0,"32OlwWuMpZ6b0aN2RZOeMS",8.15e-05,0,0.0344,-7.223,1,"Uptown Funk (feat. Bruno Mars)",81,"2015-01-12",0.0824,114.988,0.928,2015
0.0285,"['Alessia Cara']",0.573,230227,0.739,0,"0prNGof3XqfTvNDxHonvdK",0,0,0.111,-5.74,1,"Scars To Your Beautiful",73,"2015-11-13",0.129,97.085,0.451,2015
0.00359,"['Fall Out Boy']",0.394,228360,0.858,0,"04aAxqtGp5pv12UXAg4pkq",0,4,0.102,-2.868,0,"Centuries",79,"2015-01-20",0.0729,176.044,0.56,2015
0.324,"['$uicideBoy$']",0.753,145078,0.679,1,"5XAPpyIoYF3QXP34Hv8Pvx",4.21e-05,5,0.423,-7.092,0,"Kill Yourself (Part III)",77,"2015-09-21",0.0349,105.977,0.19,2015
0.0355,"['Big Sean', 'E-40']",0.824,284387,0.733,1,"7FYH5AW3bVfZHJIQpq3UOA",0,1,0.324,-5.475,1,"I Don't Fuck With You",75,"2015-02-24",0.0613,97.971,0.393,2015
0.000531,"['Cody Jinks']",0.502,229928,0.685,0,"0SF38KDlXNLJAxbYyOMnCy",1.61e-06,0,0.0923,-5.847,0,"Loud and Heavy",73,"2015-01-12",0.0283,81.978,0.574,2015
0.369,"['Wiz Khalifa', 'Charlie Puth']",0.689,229526,0.481,0,"2JzZzZUQj3Qff7wapcbKjc",1.03e-06,10,0.0649,-7.503,1,"See You Again (feat. Charlie Puth)",82,"2015",0.0815,80.025,0.283,2015
0.00256,"['Fetty Wap', 'Remy Boyz']",0.618,196693,0.717,1,"5NQbUaeTEOGdD6hHcre0dZ",0,7,0.625,-5.738,1,"679 (feat. Remy Boyz)",76,"2015-06-29",0.318,190.05,0.603,2015
0.875,"['Rihanna', 'Kanye West', 'Paul McCartney']",0.582,188238,0.272,0,"78TTtXnFQPzwqlbtbwqN0y",0,2,0.13,-5.662,1,"FourFiveSeconds",79,"2015-01-24",0.0501,205.846,0.354,2015
0.193,"['A$AP Rocky']",0.598,238307,0.252,1,"4S7YHmlWwfwArgd8LfSPud",0.138,2,0.0992,-15.086,1,"L$D",76,"2015-05-26",0.0647,120.06,0.0352,2015
0.113,"['Travis Scott', 'Kacy Hill']",0.402,339067,0.526,1,"51EC3I1nQXpec4gDk0mQyP",8.33e-06,9,0.105,-6.741,0,"90210 (feat. Kacy Hill)",75,"2015-09-04",0.0904,81.404,0.312,2015
0.178,"['X Ambassadors']",0.389,193547,0.665,0,"7lGKEWMXVWWTt3X71Bv44I",0.000732,0,0.116,-6.169,1,"Unsteady",76,"2015-06-30",0.0644,117.055,0.199,2015
0.533,"['mike.']",0.815,268566,0.364,1,"5tsI3xxDHDgzHhn30LTQNz",3.52e-05,2,0.108,-11.158,1,"These Days",74,"2015-10-30",0.375,129.937,0.328,2015
0.106,"['Billy Currington']",0.553,234307,0.747,0,"3I7krC8kr0gFR7P6vInR1I",0,9,0.154,-5.432,1,"Do I Make You Wanna",71,"2015-06-02",0.0279,90.012,0.521,2015
0.0678,"['The Neighbourhood']",0.588,260173,0.521,0,"5E30LdtzQTGqRvNd7l6kG5",0.149,10,0.123,-9.461,1,"Daddy Issues",78,"2015-10-30",0.0329,85.012,0.337,2015
0.0742,"['Kendrick Lamar']",0.796,219333,0.766,1,"3iVcZ5G6tvkXZkZKlMpIUs",0,7,0.0827,-5.974,1,"Alright",74,"2015-03-16",0.238,110.034,0.558,2015
0.291,"['Rae Sremmurd']",0.732,206307,0.69,1,"4jTiyLlOJVJj3mCr7yfPQD",0,0,0.116,-4.992,0,"This Could Be Us",75,"2015-01-06",0.134,143.072,0.758,2015
0.835,"['Justin Bieber']",0.609,233720,0.378,0,"50kpGaPAhYJ3sGmk6vplg0",0,4,0.28,-9.828,1,"Love Yourself",81,"2015-11-13",0.438,100.418,0.515,2015
0.0215,"['Flo Rida']",0.688,192191,0.702,0,"6Knv6wdA0luoMUuuoYi2i1",0,7,0.128,-4.792,0,"My House",76,"2015-04-07",0.0499,94.006,0.74,2015
0.0282,"['Chris Young']",0.575,197280,0.845,0,"0H04yVa3DJxoXbLBpAb7iV",0,10,0.0814,-3.838,1,"I'm Comin' Over",70,"2015-11-13",0.035,127.997,0.376,2015
0.0725,"['$uicideBoy$']",0.849,111020,0.648,1,"4irYeuAi87yyGHcI4h9s0x",0.00592,7,0.0984,-6.188,1,"Paris",74,"2015-11-20",0.0832,106.075,0.196,2015
0.56,"['Cavetown']",0.81,226073,0.266,0,"2TI2fw9FWPeah6N4k1b4NU",1.05e-06,7,0.0962,-12.478,1,"This Is Home",74,"2015-08-03",0.0407,130.041,0.212,2015
0.813,"['Ocean Waves For Sleep', 'Ocean Sounds Collection', 'Ocean Sounds', 'Fresh Water Sounds', 'Water Sound Natural White Noise']",0.127,96872,0.941,0,"11Rm75lU5EmETsTR22C0gT",0.988,1,0.178,-16.083,0,"Rolling Ocean Waves",72,"2015-06-04",0.0509,82.144,1e-05,2015
0.4,"['Meghan Trainor', 'John Legend']",0.63,225053,0.53,0,"2YlZnw2ikdb837oKMKjBkW",0,0,0.177,-7.259,1,"Like I'm Gonna Lose You (feat. John Legend)",78,"2015-01-09",0.0434,108.038,0.417,2015
0.0673,"['Kodak Black']",0.943,165291,0.595,1,"34oWbFBfGEElvgO0a5c9V4",0,5,0.0839,-8.372,0,"No Flockin'",70,"2015-11-13",0.191,117.532,0.815,2015
0.0559,"['Drake', 'Future']",0.852,205879,0.553,1,"27GmP9AWRs744SzKcpJsTZ",0,1,0.332,-7.286,1,"Jumpman",74,"2015-09-20",0.187,142.079,0.656,2015
0.0846,"['George Ezra']",0.717,200733,0.455,0,"7q0aQpiLv5tIsupcgQ3Ny4",0,5,0.11,-8.303,1,"Budapest",69,"2015-01-20",0.0276,127.81,0.389,2015
0.694,"[""Olivia O'Brien""]",0.657,189000,0.355,0,"0jllH0usRFD4LJkJnGK9Lf",0.000427,7,0.123,-12.044,1,"Complicated",77,"2015-08-09",0.0714,74.99,0.0808,2015
0.0186,"['G-Eazy', 'Bebe Rexha']",0.757,251467,0.672,1,"40YcuQysJ0KlGQTeGUosTC",0,0,0.158,-6.524,0,"Me, Myself & I",76,"2015-12-04",0.0955,111.996,0.382,2015
0.205,"['Eric Church']",0.589,179347,0.641,0,"5fSPbm5lcwtqwXkeQQswW8",0,5,0.0864,-8.12,1,"Record Year",70,"2015-11-11",0.0838,160.031,0.57,2015
0.0244,"['Zac Brown Band']",0.711,205000,0.801,0,"1qwnPVOIJjAFfCc40Etb1D",0.000113,6,0.135,-3.742,1,"Homegrown",70,"2015-04-28",0.029,105.006,0.956,2015
0.00346,"['Major Lazer', 'M<U+00D8>', 'DJ Snake']",0.723,176561,0.809,0,"1Lim1Py7xBgbAkAys3AGAG",0.00123,7,0.565,-3.081,0,"Lean On",72,"2015-11-27",0.0625,98.007,0.274,2015
0.0797,"['Justin Bieber']",0.654,200787,0.76,0,"09CtPGIpYB4BrO8qb1RGsF",0,0,0.299,-3.669,0,"Sorry",79,"2015-11-13",0.045,99.945,0.41,2015
0.0151,"['Shawn Mendes']",0.752,206880,0.754,0,"5jsw9uXEGuKyJzs0boZ1bT",0,1,0.0486,-6.684,1,"Stitches",73,"2015-04-14",0.0615,149.789,0.755,2015
0.805,"['Andra Day']",0.398,253342,0.316,0,"0tV8pOpiNsKqUys0ilUcXz",0,1,0.295,-7.031,1,"Rise Up",76,"2015-08-28",0.0368,118.582,0.174,2015
0.689,"['Leon Bridges']",0.658,238560,0.179,0,"0NeJjNlprGfZpeX2LQuN6c",0,8,0.17,-10.866,1,"River",74,"2015-06-15",0.0448,128.128,0.191,2015
0.067,"['$uicideBoy$', 'Pouya']",0.526,205766,0.62,1,"70nmZhHZLNVYWP4NON41Zw",0.000241,8,0.139,-7.244,0,"Runnin' Thru The 7th With My Woadies",72,"2015-09-01",0.281,112.027,0.187,2015
0.00589,"['Kendrick Lamar']",0.884,234693,0.657,1,"0N3W5peJUQtI4eyR6GJT5O",0,6,0.154,-4.569,0,"King Kunta",74,"2015-03-16",0.0977,107.059,0.489,2015
0.0197,"['Sia']",0.399,216120,0.787,0,"2s1sdSqGcKxpPr5lCl7jAV",6.07e-05,1,0.0685,-2.88,1,"Chandelier",70,"2015-05-04",0.0499,117.089,0.572,2015
0.679,"['Trey Songz']",0.733,197854,0.408,0,"4NYwy0R3NdvORX2B6OZXBT",3.92e-05,7,0.11,-7.834,0,"Slow Motion",72,"2015-06-23",0.0388,94.947,0.291,2015
0.7,"['Jeremih', 'J. Cole']",0.688,240320,0.556,1,"08zJpaUQVi9FrKv2e32Bah",1.87e-06,6,0.108,-7.738,1,"Planez",71,"2015-12-04",0.264,129.336,0.416,2015
0.203,"['Lil Dicky', 'Brendon Urie']",0.831,244340,0.514,1,"0NBiC3zLXoBQXBjsbnbwJq",0.000156,7,0.115,-6.695,1,"Molly (feat. Brendon Urie of Panic at the Disco)",70,"2015-07-31",0.0368,114.94,0.397,2015
0.0158,"['Rae Sremmurd']",0.891,200080,0.486,1,"4scpF6J5uMBvoh6sFB7EL1",3.78e-06,6,0.0925,-7.803,1,"No Type",74,"2015-01-06",0.159,125.01,0.239,2015
0.0864,"['Kendrick Lamar']",0.783,194490,0.761,1,"0ECs7wpW9157Tk5yBUGbE0",0,7,0.643,-5.53,1,"Alright",74,"2015-10-16",0.195,110.033,0.674,2015
0.0509,"['Rihanna']",0.781,219306,0.728,1,"0NTMtAO2BV4tnGvw9EgBVq",1.94e-06,1,0.257,-4.981,1,"Bitch Better Have My Money",75,"2015-03-26",0.0621,102.99,0.395,2015
0.919,"['Sam Smith', 'John Legend']",0.468,219536,0.19,0,"64GRDrL1efgXclrhVCeuA0",0,4,0.107,-11.138,1,"Lay Me Down",76,"2015-11-06",0.0373,125.319,0.326,2015
0.679,"['Tim McGraw']",0.355,259267,0.48,0,"4Pn0JlCUusD2QHjADuOzuV",2.28e-06,11,0.12,-7.31,1,"Humble And Kind",69,"2015-01-01",0.0282,100.956,0.137,2015
0.106,"['Jeremih', 'Ty Dolla $ign']",0.697,245520,0.4,1,"3WjyiSbfR74pjWXQ3IaFKJ",0,5,0.102,-5.888,0,"Impatient",73,"2015-12-04",0.0511,179.007,0.443,2015
0.0435,"['The Chainsmokers', 'ROZES']",0.713,226739,0.802,0,"3vv9phIu6Y1vX3jcqaGz5Z",0.00377,4,0.309,-7.055,1,"Roses (feat. ROZES)",74,"2015-06-16",0.0561,100.001,0.343,2015
0.00967,"['Chris Stapleton']",0.642,253200,0.762,0,"5jROdl6MhcmP3O7h2sVgtw",5.72e-05,6,0.182,-7.411,1,"Parachute",70,"2015-05-04",0.0296,113.038,0.605,2015
0.0266,"['Pia Mia', 'Chris Brown', 'Tyga']",0.712,207747,0.564,1,"72Bz4ciRZPBcVSw0nrZDHi",0,8,0.0874,-6.527,1,"Do It Again",77,"2015-05-04",0.047,95.95,0.411,2015
0.119,"['Snakehips', 'Tinashe', 'Chance the Rapper']",0.689,229747,0.521,1,"6TaqooOXAEcijL6G1AWS2K",8.41e-05,0,0.108,-5.845,1,"All My Friends (feat. Tinashe & Chance the Rapper)",74,"2015-10-21",0.132,95.055,0.178,2015
0.965,"['Ruth B.']",0.71,275280,0.0565,0,"4h0zU3O9R5xzuTmNO7dNDU",0,7,0.0889,-15.099,1,"Lost Boy",76,"2015-08-21",0.0534,123.994,0.348,2015
0.0189,"['Twenty One Pilots']",0.655,188493,0.632,0,"3bnVBN67NBEzedqQuWrpP4",0,2,0.0722,-4.802,1,"Tear in My Heart",73,"2015-05-15",0.0489,120.113,0.447,2015
0.344,"['Bryson Tiller']",0.538,249320,0.449,0,"5rgrBsAFYMun6yhtnLKRPz",0,1,0.157,-8.078,1,"Right My Wrongs",71,"2015-10-02",0.0463,132.639,0.27,2015
0.109,"['One Direction']",0.73,192120,0.703,0,"2K87XMYnUMqLcX3zvtAF4G",0,0,0.0657,-5.672,0,"Drag Me Down",78,"2015-11-13",0.0369,138.113,0.595,2015
0.392,"['Cage The Elephant']",0.47,225973,0.623,0,"5n0CTysih20NYdT2S0Wpe8",0.000453,0,0.0992,-5.655,1,"Trouble",72,"2015-12-18",0.0302,77.861,0.298,2015
0.00906,"['Jason Derulo']",0.775,207719,0.68,0,"7oGZAicScQt96OAW4AruYy",0,0,0.109,-5.508,0,"Want to Want Me",76,"2015-05-29",0.0629,114.025,0.656,2015
0.223,"['Halsey']",0.731,199593,0.58,1,"2IO7yf562c1zLzpanal1DT",0,10,0.129,-7.328,0,"Gasoline",73,"2015-08-28",0.0399,119.997,0.319,2015
0.214,"['NF']",0.51,270453,0.643,0,"5DHQKZCOZhGNTbYBCekWx0",3.22e-06,0,0.101,-6.602,1,"Paralyzed",74,"2015-03-31",0.0485,130.081,0.0397,2015
0.125,"['Wes Walker', 'Dyl']",0.86,207912,0.719,1,"6qMXubogFdMrvVMJwqATzd",0,11,0.0799,-4.325,0,"Jordan Belfort",68,"2015-08-26",0.33,160.049,0.496,2015
0.59,"['Justin Bieber']",0.845,205680,0.567,0,"4B0JvthVoAAuygILe3n4Bs",0.00142,5,0.0811,-8.118,0,"What Do You Mean?",77,"2015-11-13",0.0956,125.02,0.793,2015
0.0372,"['Houndmouth']",0.396,239880,0.677,0,"2kG5litgxXvx6ZRgwO1v7W",0.000137,3,0.112,-7.513,1,"Sedona",67,"2015-03-17",0.0354,135.177,0.249,2015
0.0161,"['Melanie Martinez']",0.568,201520,0.692,0,"5gWtkdgdyt5bZt9i6n3Kqd",0,8,0.148,-4.513,1,"Mad Hatter",73,"2015-08-14",0.0589,92.023,0.577,2015
0.392,"['Jeremih', 'YG']",0.856,266840,0.527,1,"0Dc7J9VPV4eOInoxUiZrsL",0,2,0.11,-5.225,1,"Don't Tell 'Em",72,"2015-12-04",0.0997,98.052,0.386,2015
0.00462,"['Tame Impala']",0.602,467587,0.881,0,"2X485T9Z5Ly0xyaghN73ed",0.0266,1,0.111,-5.875,0,"Let It Happen",74,"2015-07-17",0.0443,125.012,0.577,2015
0.317,"['Meek Mill', 'Drake']",0.727,197133,0.599,1,"0Y0TOsE1q11qgbi7c5WZsG",0,1,0.219,-6.941,1,"R.I.C.O. (feat. Drake)",70,"2015-06-29",0.327,167.909,0.386,2015
0.071,"['Billy Currington']",0.558,184507,0.818,0,"0iA1unTbTbDOWUSlbwJ1pS",0,8,0.21,-4.07,1,"It Don't Hurt Like It Used To",68,"2015-06-02",0.0403,81.034,0.453,2015
0.319,"['Chris Janson']",0.574,179078,0.745,0,"2WKLUgklz0VDX5bKTZ3eYD",0,2,0.11,-6.663,1,"Buy Me a Boat",68,"2015-10-30",0.0507,154.042,0.693,2015
0.0062,"['Fetty Wap']",0.748,312240,0.733,1,"3ESSGgWzRf1xvP7G5hHMhB",0,11,0.329,-4.421,0,"Again",68,"2015-09-25",0.072,93.019,0.291,2015
0.00147,"['Morgan Wallen']",0.517,212850,0.877,0,"1yj1ZztSGITJ5Nf4mfH92c",0,4,0.208,-3.621,1,"Spin You Around",67,"2015-08-24",0.0297,150.004,0.616,2015
0.663,"['Steve Lacy']",0.414,129698,0.473,0,"6FBzhcfgGacfXF3AmtfEaX",0.0523,11,0.128,-8.911,0,"C U Girl",70,"2015-02-15",0.116,100,0.409,2015
0.218,"['Beach House']",0.509,320467,0.79,0,"0hNhlwnzMLzZSlKGDCuHOo",0.125,0,0.144,-7.105,0,"Space Song",68,"2015-08-28",0.0293,147.073,0.625,2015
0.00711,"['Galantis']",0.506,227074,0.805,0,"46lFttIf5hnUZMGvjK0Wxo",0.00193,1,0.0856,-4.119,1,"Runaway (U & I)",75,"2015-06-05",0.0469,126.008,0.383,2015
0.62,"['Drake']",0.697,320400,0.235,1,"7JXZq0JgG2zTrSOAgY8VMC",0.000144,7,0.107,-8.651,1,"Jungle",70,"2015-02-12",0.0534,99.947,0.378,2015
0.00131,"['Fall Out Boy']",0.615,189387,0.868,0,"3Te8uLyit6X3ncNW8Fp3K2",1.54e-06,2,0.671,-3.606,1,"Immortals",73,"2015-01-20",0.07,108.017,0.475,2015
0.0144,"['X Ambassadors']",0.526,195200,0.862,0,"0fYVliAYKHuPmECRs1pbRf",0.0597,2,0.229,-6.003,1,"Renegades",74,"2015-06-30",0.0905,90.052,0.528,2015
0.862,"['Amber Run']",0.389,273000,0.302,0,"5zT5cMnMKoyruPj13TQXGx",0.00567,7,0.104,-12.485,0,"I Found",73,"2015-04-20",0.0438,124.956,0.234,2015
0.114,"['Lil Dicky', 'Fetty Wap', 'Rich Homie Quan']",0.858,290836,0.697,1,"6AoYWCzsDls6c61Zp5qTuU",0,2,0.224,-5.361,1,"$ave Dat Money (feat. Fetty Wap & Rich Homie Quan)",69,"2015-07-31",0.23,98.012,0.364,2015
0.122,"['Cavetown']",0.577,179955,0.758,0,"5BJVxZaNRrqjHwYpGcH3Yq",0,3,0.121,-8.166,1,"Devil Town",71,"2015-11-09",0.0586,99.969,0.493,2015
0.0151,"['KYLE']",0.487,232368,0.617,1,"41Wez07tvAmZMrYHi2K86j",0,0,0.356,-6.9,1,"Don't Wanna Fall In Love",70,"2015-10-02",0.275,132.088,0.604,2015
0.0847,"['Travis Scott']",0.841,243837,0.728,1,"6gBFPUFcJLzWGx4lenP6h2",0,7,0.149,-3.37,1,"goosebumps",92,"2016-09-16",0.0484,130.049,0.43,2016
0.0689,"['Post Malone']",0.556,223347,0.538,1,"75ZvA4QfFiZvzhj2xkaWAh",0,8,0.196,-5.408,0,"I Fall Apart",83,"2016-12-09",0.0382,143.95,0.291,2016
0.215,"['Post Malone', 'Quavo']",0.63,220293,0.804,1,"3a1lNhkSLSkpJE4MSHpDu9",0,6,0.253,-4.183,1,"Congratulations",83,"2016-12-09",0.0363,123.146,0.492,2016
0.167,"['Childish Gambino']",0.743,326933,0.347,1,"0wXuerDYiBnERgIpbb3JBR",0.00951,1,0.103,-11.174,1,"Redbone",82,"2016-12-02",0.121,160.143,0.572,2016
0.695,"['James Arthur']",0.358,211467,0.557,0,"5uCax9HTNlzGybIStD3vDh",0,10,0.0902,-7.398,1,"Say You Won't Let Go",84,"2016-10-28",0.059,85.043,0.494,2016
0.00898,"['Kane Brown', 'Lauren Alaina']",0.612,188253,0.799,0,"7zVCrzzEJU7u24sbJPXA5W",0,10,0.172,-4.603,1,"What Ifs (feat. Lauren Alaina)",77,"2016-12-02",0.0275,125.976,0.687,2016
0.414,"['The Chainsmokers', 'Halsey']",0.748,244960,0.524,0,"7BKLCZ1jbUBVqRi2FVlTVw",0,8,0.111,-5.599,1,"Closer",84,"2016-07-29",0.0338,95.01,0.661,2016
0.141,"['The Weeknd', 'Daft Punk']",0.679,230453,0.587,1,"7MXVkk9YMctZqd1Srtv4MB",6.35e-06,7,0.137,-7.015,1,"Starboy",84,"2016-11-25",0.276,186.003,0.486,2016
0.228,"['Post Malone']",0.665,179613,0.498,1,"5yuShbu70mtHXY0yLzCQLQ",0,5,0.0757,-8.185,1,"Go Flex",80,"2016-12-09",0.0832,81.967,0.127,2016
0.233,"['Post Malone']",0.675,256533,0.562,1,"6eT7xZZlB2mwyzJ2sUKG6w",0,7,0.0816,-7.678,1,"White Iverson",79,"2016-12-09",0.0352,130.098,0.309,2016
0.42,"['Frank Ocean']",0.466,307151,0.548,1,"7eqoqGkKwgOaWNNHx90uEZ",1.01e-06,5,0.113,-9.362,0,"Nights",78,"2016-08-20",0.118,89.815,0.423,2016
0.0541,"['Lil Uzi Vert']",0.795,198944,0.568,1,"0B8QzDH7YWih85V5SEMnyJ",0,5,0.108,-7.817,0,"Money Longer",76,"2016-05-27",0.142,136.173,0.478,2016
0.013,"['Bruno Mars']",0.853,206693,0.56,0,"0KKkJNfGyhkQ5aFogxQAPU",0,1,0.0944,-4.961,1,"That's What I Like",81,"2016-11-17",0.0406,134.066,0.86,2016
0.775,"['Russ']",0.766,161985,0.548,1,"26OhjtaTamFocE08t83ml6",5.57e-06,10,0.1,-4.29,1,"Psycho, Pt. 2",79,"2016-11-08",0.235,82.944,0.424,2016
0.613,"['The Lumineers']",0.664,160097,0.573,0,"3d8y0t70g7hw2FOWl9Z4Fm",0.000363,5,0.0857,-6.519,1,"Ophelia",72,"2016-04-08",0.0277,76.023,0.566,2016
0.0312,"['Rob $tone', 'J. Davi$', 'Spooks']",0.886,177184,0.427,1,"5uDASfU19gDxSjW8cnCaBp",0.00099,6,0.0906,-10.028,1,"Chill Bill (feat. J. Davi$ & Spooks)",77,"2016-06-17",0.145,108.034,0.23,2016
0.787,"['Post Malone']",0.412,257267,0.227,1,"35r28RDot7nPE7y9K9H7l0",4.69e-06,0,0.282,-12.696,1,"Feeling Whitney",76,"2016-12-09",0.0359,80.111,0.226,2016
0.0563,"['Jon Pardi']",0.596,205200,0.834,0,"0w3Q14i073jLoew1hgJkwD",0,9,0.0866,-4.308,1,"Heartache On The Dance Floor",73,"2016-05-13",0.0474,116,0.618,2016
